id,text,label
1345, @MariMuthu-sh8uf  தமிழ் நூல்களில் (திரை கடல் ஓடி திரவியம் தேடு .....யாதும் ஊரே யாவரும் கேளிர்....தமிழன் உலகம் முழுவதும் பரந்து விரிந்து ஆழ்கிரான் ...அமெரிக்கா Google நிறுவனம் சுந்தர் பிச்சை ஒரு தமிழர் என்று கேள்வி பட்ட உடன் fire vidugirom ...adhe America vil Kamala harris Tamil வம்சாவழி என்று சொன்ன உடனே 🔥........ ஆனால் இது எல்லாமே தமிழனுக்கு மட்டும் தான் ....மத்த மொழி காரனுக்கு இல்லை ....தமிழன் எங்கு வேண்டுமானாலும் வாழலாம் ...ஆளலாம் ....ஆனால் மற்ற mozhikaaran வந்தால் ..இது எங்க தமிழ்நாடு.....என்ன சார் உங்க சட்டம் .....இந்த பூமியில் எவனுடைய நிலமும் அவுங்க அப்பன் வீடு சொத்து இல்ல....இன்று அமெரிக்கா வில் இந்தியர்கள் இல்லாமல் அமெரிக்கா பொருளாதாரம் இயங்குவதில்லை .....இடம் பெயர்வு. என்பது மனிதனின் இயல்பு....,0
1306," @shadowboy7218  neengalam brahmin v2kula ponale kaluvi theetu kalipainga.. Brahmins neengalam
... Suthiran.. Vesi magan... Karuvaraikula vanthale theetu agirmu sonalum... Vesi magan nu sonnalum.. Engalauku keela thanda nu sonnalum... Mooditu ketutu... Theriura neenga ennaya solalama brother.... Oruvela neenga ""AANDA PARAMPARAI"" Ah?",1
2314," @srp5285  போடா வறலாரே இல்லாத சங்கி மங்கிப் பய கூட்டமே அப்படி வெள்ளைக்காரனுக்கு பக்கம் பக்கமா மன்னிப்புக் கடிதம் எழுதுனது உங்க சூத்து காட்டி சாவர்க்கர் தான்டா,ஹைதர் அலியும் சரி திப்பு சுல்த்தானும் சரி வெள்ளைக்காரன் கூட எந்த சமரசமும் செய்யாமல் இறுதி மூச்சு வரை போரிட்டாங்க, போர் னா என்னானு உங்க சூ நக்கீ சாவர்க்கர் கூட்டத்துக்குத் தெரியுமா பேடிப் பயலுகளா",1
7843,Still not accepted your silly fight.all are equal.why blaming sun tv,0
6925, @karthikt3852  poolgundhar kalvetta kaatu da thevdiya paaiya. Vaai pundai pesura.,1
3168,"வேளை இருக்கட்டும் ticket இல்லாம கூட்டமா ஓசில போறது.,நகை கொள்ளை ஏடிஎம் மெசின் கொள்ளை கற்பழித்து மீனவ பெண் எரிப்பு சொல்லிட்டே போலாம் வேளைக்கு வந்த இடத்துல இவ்வளவு ஒழுக்கமா நடந்துக்குற ஆளுக்கு இங்க நம்ம ஆளே support வேற",1
2178,Dai panni moodra  kabothi  aamai Kari naye  mirrtuvthu  anagarigthin ucham nai ka neenga thurrungada   ayokiyarkle thoooo,1
560,"Bangalore la bengali kammi dha 
But assam , nepal dha adhigama erkanga 
Bangalore la tamil aatkalum adhigama erkom",0
520,Dey noya parapi vititu poidadhingada vadakans,1
1961,Modiyai Indiavai Vittey Thurattha Vendum Naam ... Naam Thamil❤️zhar❤️,1
3767,"Poi tholayatum viduga da,ithuve tamilan ku epadi nadathuruntha ellam silent ha irrunthurupiga,vadakans na mattum epadi kothikuriga ena da pannitanuga avanuga ungaluku",1
4184," @aravindsakthivelu6731  anga eruka tamil people's MLA va erukanag, neenga ella North indian people tapa  solluringa ellarum apadi ella, seeman peachi keatu pona kandipa, ullnatu por varum athuku aparama world War III varum",0
7639,"Om Namo Narayana , we should not let this brahmins Scrondruls inside this temple. throw them away, should encourage any common man with bhakthi to perform pooja there",1
7135, @maha986  Nanba நீங்கள் சொல்லும் வேளாளர் வேரு,0
2738, @Attitudezero884  Why the fuck would you spend time learning a language that you cannot use elsewhere.,1
389,புரோ என்பது லட்சம் பேர் இல்லை புரோ ஒன்றரை கோடி பேர் இருக்கிறார்கள்.அவன் தமிழ் கத்துக்கமாட்டானம் அவனூங்ககிட்ட பேச நம்ம இந்தி கத்துகணுமாம,0
3369,எங்க cm க்கு நீ சொல்லி குடுக்ரீயா.... அத போய் ஊன் cm ட சொல்ரா வேன்ன.....,1
7820,"தமிழனுக்கு மதம் இல்லை, மதம் பிடித்தவர்கள் தமிழன் இல்லை. நான் சொல்லவில்லை 
வள்ளுவன் பாரதி கம்பன் ஏன் ராமன் ராவணன் குருஷ்ணன் கூறியதே",0
4930,Take a interview with the ppl who lost their job opportunity bcoz of this north ppls,1
1945,Inumada inthe manesene ungekitte kathikitu irukaru? Nasamah po poringada Thimuka Athimuka ku atchi kuduthu....your last chance is Seeman anna,0
3192,வட மாநிலத்தவனை கட்டுப்படுத்த விட்டால் தமிழ்நாட்டு மக்கள் பல விளைவுகளை சந்திக்க நேரிடும்.,0
6111,சிதம்பரம் கோயில் சம்பவம் நடந்த போது வாய்பேசமால் இருந்தவர்கள்,0
1553,Dea marbadi tamile nattle earukunamea na suthea mude rare da soles in attakalluke naiya   un gojarat nu beaches da,1
7595,"In iyangaar """"U"""" namah Northside vadakalai worst they are aariyans",1
2487,"Bro in UP, bihar, bengal, assam only muslim population is growing now. Even educated muslims have 3,4 children Hindus are already in control.",0
3120,அவங்களுக்கு எதுக்கு இப்ப சொம்பு அடிக்குறிங்க????,1
3097,Central governmeny la itunthu state government north indian ah iruntha pothu job athuvae tamil people ku kuduka solluga railway dept maximum north indian yen tamil people ku limited ah iruku,0
4623,Tamil Nadu la erunda tamil naku support pannunga...,0
7102,"என்னங்க இவர் இப்படி சொல்கிறார், கடுப்பு ஏத்துகிறார் ஆதி",0
1583,பத்தாண்டுகள் தமிழ் நாட்டில் தமிழராட்சி இல்லாமற் போனதால் இந்த நிலை. மீண்டும் தமிழாராய்ச்சி நிறுவுவோம்.,0
6987,பள்ளி வேளாளரும் இருந்திருக்காங்க தேவேந்திர குல வேளாளரும் இருந்துருக்காங்க அவங்களையும் சொந்தம் கொண்டாட வேண்டியது தானே? ஏன் துளுவ வேளாளரை வெறும் பட்டமா வச்சிருக்கிற வட தமிழகத்துல வந்து எல்லாரும் ஒன்னு தான்னு இனிஷியலை திருடுறீங்க?,1
2043,"There's a difference here. They're not beating him, or telling him to go back to his land. They're telling him to do his business and not to be disrespectful to the people of this land.",0
5332,Apdi panna veli oorla vela seira tamilargaloda gadhi?,0
4721,டே நீங்க வீடியோ எடுத்து அவனை  பெரிய ஆளாக ஆகிறான் தமிழனுக்கு தமிழன் தான் எதிரி,1
6787, @agamudayar6228  சகோதரா தமிழ் சங்கம் வளர்த்த   பாண்டித்துரைதேவர் வம்சம் அல்லவா.,0
5327,Police வேலைல சேந்துட்டான் நாம அகதிகள்,1
6715,Vellalar    annbathu    jaathi    alla....   pillai    anbathu    than    jaathi......,1
3971,போய் தொலையட்டும் விடுங்களே.,0
6011,"Caste is there  parayan think to marry higherup caste that ok their intention but no one acept it how their (sc),intentions supported by thiruttu karunanithi telugan mairu support for.first parayas must marry ponmudi daughter.daughter.son daughter or his relation moreover ponmudi must eat beef then he must give hiscadte lady to parayas to marry then this ponmudi paradesi tell or suppor sc ok",1
982,north east people will look different they are bangladesh rohingiya,0
4147,இனியாவது தமிழினம் விழித்துக்கொள்ள வேண்டும் இல்லையெனில் அடுத்த ஈழம் தமிழகம் தான்,0
7676,இறைவன் ஒன்று. மனிதர்கள் வரைந்த நாமத்தில் தான் இங்கு பிரச்சினை. இங்கு இறைவன் தான் பதில் சொல்லனும்,0
6956, @sathishking5010  dei paithiyam nee kandippa cross breed thaan polan.prayanukku poranthiruppa😁😆😆,0
5295,வட மாநிலங்கள் வெளியேற வேண்டும்   அலட்சியம் ஆக இருந்தால் தமிழர்கள் வெளியேற வேண்டியதுதான் 😭😭,1
221,Ada paavingala .namma Tamil Nadu gaali panna vantaanga..,1
4424,"எங்கள் வீடியோவைப் பார்த்ததற்கு நன்றி! இருபது ஆண்டுகளுக்கும் மேலாக கோடிக்கணக்கான ரசிகர்களை மகிழ்வித்துள்ளோம், மேலும் எங்கள் குடும்பத்தில் ஒருவராக நீங்கள் இருக்க விரும்புகிறோம்!  🙏",1
7759,"பெருமாள் வடகலையா தென்கலையா , பெருமாள் கூக்குரலிட்டு அடேய் நான் "" "" ""மேல்கலை "" என்று கூவுது.",0
1620,"Tamilan da . Antha marvadi vai la kutha vendiyathu thana . Illana Karnataka la sencha mathiri Tamil valga , Tamilar valga nu solla solli vai la kuthanum",1
819,Even Rajanikanth also was staying in the same way in Krishnan mess in that same area during 70s,0
7500,உலகத்திலேயே இந்த மாதிரி காட்டு பசங்கள பாக்கல,1
542,Content scavengers ku semma content maatikichi,0
1020,Only tamils will see everyone as Indians and gets beatings from shoe and gets killed everywhere but others won't see tamil people as Indians. Nice  nice.,0
1357,"இரசாயணம் கலந்த பானிபூரி தண்ணீயை வாங்கி குடிப்பது தமிழர்களே
எதுக்கு அவன் கடையில் வியாபாரம் செய்கிறீர்கள்
அவர்கள் ஒருவர் கூட தமிழர் கடையில்  எதுவும் வாங்குவதில்லை
அவர்களும் நம் சமூகத்தில் கலந்து வாழ்ந்தால்தான் அனைத்து தரப்பினருக்கும் நல்லது.
இல்லைன்னா தமிழர்கள் ரொம்ப கெட்டவனுக.  பொண்ணுகளை அலேக்கா தூக்கிடுவானுகப்பு. அப்புறம் அடுத்த தலைமுறை நம்ம பசங்க பூரா செவப்பா சுத்துவானுக",1
7698,God is invisible. There is two things that is being followed that. Is one is spiritual and the other one is ceremonial. In the ceremonial part due to lack of discipline this sort of misbehaving takes place.,0
624,"super bro, pls do video from thirupur",0
3809,"Vote agga thana potiga aggaye poitu nakkah solluga ,  enga vanthu settle agitahh naanga yenga porathu ?",1
1774,அடா பாவி 3 வர்ஷம் முன்னாடி  வந்த வீடியோ வ போட்டு தம்பிங்கனு போட்டு இருக்க எந்த கட்சி கொடிவும் இல்லனா ஒடனே தம்பிங்க தான் உனக்கு 😒ரோசம் உள்ள மக்கள் இருக்கிறர்கள்,0
2325,நல்ல நாடகம்...இதை உன்மை என நம்புகிறவன்... கோமாளிகள்,1
627,Thank for sharing the video Madrasi Anna’s 🙏,0
7693,"எல்லாத்துக்கும் காரணம் காசு, money, துட்டு துட்டு.பக்தியும் இல்லை.ஒரு மண்ணும் இல்லை.கோயில்ல பெரிசா வருமானமோ சொத்தோ இல்லைன்னா வேதம் பாராயணம் எல்லாத்தையும் தூக்கிப் போட்டுட்டு அவா அவா வேலையை பார்க்க போயிடுவா.",0
6409,அவனுக குலதொழில்தான் ஊரந்தசெயல்,1
739,"You are asking some questions to them, Avangalukum  innum konjam respect kuduthu pesalame bro",0
3559,False propaganda and irresponsible journalism,0
6318,Seduled Caste  இடஒதுக்கீட்டின் அடிப்படையில் தான் தாழ்த்தப்பட்டோர் அரசுப் பணிக்கு செல்கிறார்கள் என்பதை துறைவாரியாக அறிக்கை வெளியிட வேண்டும்.....,0
3896,போனா போகட்டுமே எதற்கு இந்த ஆர்பாட்டம்,0
6839,இந்த ஆதிநாராயணன் தேர்தல் வரும் பொழுது அரசியல்வாதிகளிடம் பணம் வாங்குவதற்காக எதை எதையோ பேசிக்கொண்டு இருக்கின்றான் இந்த அகமுடையார்கள் தமிழர்கள் அல்ல இவர்கள் பல்லவர் காலத்தில் குடியேறிய வந்தேறிகள்,1
5687,வெளியே இருந்து வந்த வடமாநில மனிதன் என் தமிழைபேசும் போது எனக்கு மகிழ்ச்சியாக உள்ளது,0
2433,Article 21(e) படி இந்தியா la எங்க வேணாம் தொழில் பண்ணலாம் தங்களாம்.... So இது இந்தியா அரசியலமைப்பின் அடிப்படை உரிமை...,1
6136, @shivan-cz5zi  துபாய்ல மான் கறி சாப்பிடலாமே,0
2212,சென்னை ஐடி ஃபீல்டு ல டாப் பொசிஷன் இருக்கற எல்லாரும் North தான்...,1
3546,ஓட்டு போட வந்தான்.. போட்டாச்சி.. திரும்ப ஊருக்கே போறான்.,1
179,"தயவு செய்து தமிழ்நாடு மற்றும் மகாராஷ்டிரா குடிசைப் பகுதிகளைப் பார்வையிடவும் இந்த கன்னட குடிசை மக்கள் தங்கள் கன்னடத்தை உள்ளூர் மக்களிடம் திணிக்கிறார்கள்
",1
4730,individual cases will be there i accept that but maximum tamilians will learn the state language.,0
3050, @TheTopDawg97  idiot don't inflammatory speech against to anyone. Chennai en chippa irrutha veetula kadhva odachu avunga adichupotu thiruditu poitangada idot,0
5901,போகட்டுமே விடுங்க ...வீட்டை விட்டு சொந்தத்தை விட்டு தமிழ்நாட்டில் இருக்கவேண்டாம் கவலையோடு,0
7373,"உலகில் ஜாதிகள் இல்லை, நாங்கள் அனைவரும் அமைதியாக இருந்தோம்!",0
639,Anga oru area la 1 lakh irukkanga.... Tiruppur la ovvoru  area la yum 1 lakh irukkanga broo.... 😔😔😔,0
5636,"அதிக அளவில் சம்பளம் கொடுக்கணும், ஓனர் கடனாளி ஆனாலும் பரவாயில்லை,அதை தீர்க்க எந்த மொண்ணை நாயும் வரமாட்டான் நான் பட்டுருக்கேன்,நாம் அடுத்த மாநிலத்துக்கு போலாம் அடுத்தவன் இங்க வர கூடாது, காது குத்து,கல்யாணம், பக்கத்து வீட்டு பெண் வயசுக்கு வந்தாலும் லீவு வேணும்",0
155,இவர்களுக்கு ரேஷன் கார்டு ஆதார் கார்டு கொடுக்கக்கூடாது,1
4217,"Thamil makkal,mozhi,inam, ellam azhinthuvidum enru ninaikurean. Orea kavalaya irukku.",1
4755,திருப்பூர் ஒரு தமிழன் ஓட ஓட வடக்கன் கும்பல் அடித்து ஓட விட்டனர்  😠😡🤬🤬,1
4017,புலி படை தயார் நிலையில் உள்ளது....மிக்க மகிழ்ச்சி.,0
3176,It's like calling all peaceful PPL as terrorists just because terrorist are from peaceful community 🙏🏾,0
3466,"Dei ungala than da mudhal la jail la podanum, train la ticket edukkama varathukae ungaluku jenma thandanai kudukkanum da….",1
2047,Vada nadu sunni ithana naal ah sathamey ilama thaney da irunthinga ipo ena da inga vanthu arasiyal pesuringa 🖕🏼,1
373,Madurai layum Neraya vadakans neraya aaitanga na pani puri vikurathula irunthu factory fulla neraya vadakans vanthutanga anna,0
2528,A da ava Avanota family pakamudiyamatha tamilnadu ku vathuruga ithula ne pona nalla vachu seichuruvan,0
1111, @myas-3995   the question is why should we learn hindi? To destroy tamil? I mean why do u want us to learn a language which has no use for us in any sense?...im gonna stay in my state why should i learn hindi? How immature these people are!,0
810,North Indians are fighting with. Drunkard' and Ganja Tamilians only who are spoiling production work,1
5478,"Ithu India, naam Indians. Constitutional Rights to live and or work anywhere in India. Athai thaduka nee yaar muttalay.",0
7714,​ @naanallamuthu5038  oh is it......does they hide ur books from ur 🎒 bag .......They are genuis and disciplined that's y all fields they are no.1........unaku dhaan soodu potalum padippu varadhe😂😂😂,1
1350,அப்படியே இந்த மும்பை தாராவி பக்கம் போய் சொல்லிட்டு போங்க..,0
7733,Who said they are superior neengala ninchakita adhuku yaru ena panradhu...all are equal according to god...neengale avanga perusu nu ninachikitu pannikatadhu dhan elam,0
5324,"இன்றைய செய்தியில் திருச்சியில் ஒரு மரம் வெட்டும் ஆலையில் யாரோ திருடன் என்று ஒருவரை மரத்தில் கட்டி போட்டு , அங்கு வேலையில் இருந்த 3 வட இந்தியர்கள் அவரை அடித்தே கொன்று விட்டனர். ",1
5611,அடேய் நாங்களும் தமிழர்கள் தான் இந்திகாரன் மேல் இருக்கும் அக்கறை பாதுகாப்பு... ஏன் தமிழர்கள் மீது இல்லை ...,1
2894,சரி இந்திகாரனுக்கு முட்டு கொடுக்காத சங்கி கூ,1
1703,Tamil naatil ulla marwadigal ellam thiruttu dravidan karunanidhi in binamigal..,0
2787,Then you need to choose  congress or Bjp or else you make DMK admk peee party as ruling party 🤡🤡🤡clown south peoples never realise what will the way get power but now people in Karnataka realise they choose only BJP or Congress it's fine because national party have more power than regional shit parties,0
1015,"முதலாளிகள் , தாங்கள் லாபத்திற்காக தமிழர்களை சோம்பேறி , குடிகாரன் என்பதெல்லாம் ....",0
361,நீங்கள் சொல்வது எல்லாம் சரிதான் ஆனால் கட்டிட வேலைக்கு தமிழர்களுக்கு ஆயிரம் ரூபாய் கொடுத்தாலும் வருவார்களா வர மாட்டார்களா என்று காத்துக் கிடக்க வேண்டியது இருக்கிறது அதுவும் ஒன்பது மணிக்கு வேலைக்கு வர வேண்டும் என்றால் 9 15 தான் வருகிறார்கள் அப்படியே வந்து வேலை செய்தாலும் ஏதாவது குறை இருந்தால் அதை சொன்னால் அடுத்த நாள் வேலைக்கு வருவதில்லை இப்படி இருந்தால் வேற வடக்கன்கள் வரத்தான் செய்வான்கள்,0
5284,உண்மையான  சம்பளம்  எட்டு மணி நேரம் மட்டும் கொடுத்தால் பூதம். பாதி சம்பளம் கொடுத்து கொள்ளை அடித்ததால் கருப்பு பணம் முதலாளிகளுக்கு அவர் ஒரு நாள்  பிச்சைக்காரன் ஆவான் இது ஆண்டவன் கட்டளை... ஓம்நாமச்சிவாயா,1
954,Avangaley mariyathaiya peasu nee tamil nadu vittu vealiya dhaan poganum.,0
5406,Let them go. It’s good for tamilians and Tamil Nadu congestion. Enough is enough,1
292,tamilnadu name  maathi வடக்கன் state nu vaikalam,1
3493,ஊடகங்கள் அனைத்து வடமாநிலத்தவரால் தமிழக ஓட்டுநர் தாக்கப்படுகிறார்கள் உயிர் சேதங்கள் ஏற்படுகின்றன என்பதை நாம் அறிவோம் அதற்க்கு தமிழக அரசு என்ன நடவடிக்கை எடுத்துள்ளது இன்றும் நடந்துகோண்டுள்ளது இது இந்த ஊடகத்திற்கு அறியாத  அங்கு ஒரு குலு அமைத்து தமிழர்களுக்கு பாதிப்பு ஏதும் உள்ளதா என்று எத்தனைமுறை ஆய்வுசெய்து உள்ளது தமிழக அரசு,0
3930,சொந்த பந்தம் பிரிந்து செல்லுவது போல கெஞ்சி கூத்தாடி கூப்பிட்டு தமிழ் நாட்டில் பஞ்சம் உருவாகும் நிலை ரேஷன் கோதுமை நிறுத்தி விட்டு ஜனத்தொகை கூடுதல் தேவையா தமிழ் மக்களின் அத்தியாவசிய பொருட்கள் பற்றா குறை உருவாகுவது.,1
3163,நாம் தமிழர் கட்சி சீமான் அண்ணாவிற்கு அதிகாரத்தை கொடுப்பது மட்டுமே தீர்வு,1
2628,Just dont enter Tamilnadu. Survive if you can in your native North,1
4055,Super Andha Nayae Serupala Adi💪😂👍,1
192,நாம் தமிழர் கட்சி இவர்களுக்கு முடிவு கட்டும் அன்பு தமிழ் மக்களே சீமான் அய்யாவுக்கு ஒட்டு போடுங்கள் ‌இந்த அண்ணன் மனவலி  புரிகிறது வட இந்தியர்கள் அவர்கள் மாநிலத்தை முன்னேற்றி வாழலாம் மற்றவர் மாநிலத்தில்    ஏன் வசிக்க வேண்டும்,1
2348, @user-lv2op9br8x  உண்மைய சொன்னால் சுடுதா,1
2641,These kind of stupidity among Tamil people is why north Indians beating Tamil boys now in Tiruppur. 😒Mooditu pongada. Tamil Nadu la Tamils mattum dhan erukanum.,1
617,டாஸ்மாக் காரணமாக தமிழ்  இளைஞர்கள் இறப்பு கணக்கு எடுத்தால். வடக்கன்ஸ் வர காரணம் தெரியும்,0
6496,டேய் நான் என்ன சொல்றேன் உன்கிட்ட இருக்குற ஆதாரத்தை கொண்டுபோய் கோர்ட்ல கூடும் நான் எங்கிட்ட இருக்குறத கோர்ட்ல குடுக்குற சவாலுக்கு தயாரா,0
4803,sari bro Anga unakku vote urimai kudukkurangala.... Atha vidu 1 day ku 15000 Peru varanga intha Maathiri Tamil aalunga vera oorukku pona Anga irrukkuravanga summa irruppangala sollu...,0
7866,பெரியாரும் ஓரிடத்தில் தமிழை எதிர்த்தார். ஏன் எதிர்த்தார் என்ன காரணத்திற்காக எதிர்த்தார். என்பதை யாரும் சொல்வதில்லை. சொன்னால் பெரியார் மீது மதிப்பு வந்துவிடுமே அப்ரம் எப்படி அரசியல் செய்வது பிழைப்பு நடத்துவது.,1
2439, @jayaratnam599   bro we are not jealous it's just we feel like they are conquiring Tamil Nadu because every where they are there Meenakshi Amma temple side lahh poi parunga Cheri work panalam onum solla some of they people don't give respect,1
4140,பிறமொழி பேசும் மக்களிடம் வரவு (கடைகளில் எந்த பொருளும் வாங்காதீர்கள்)செலவு வைத்துக் கொள்ளாதீர்கள் தமிழர்களே!,1
2493,அப்படியே சென்றால் இங்கு தமிழர்களுக்கு வேலை கிடைக்க வாய்ப்பு இல்லை தமிழர்களுக்கு வேலை கிடைக்க வேண்டும் என்றால் ஒரே வழி தான் நாம் தமிழரை ஆட்சியில் அமர்த்த வேண்டும்,1
2378,களமாடும் உறவுகளுக்கு எமது வாழ்த்துக்கள்,1
5233,தமிழர்கள் சோம்பேறிகள் என்றால் .. தமிழகம் எப்படி முன்னேறியது??? வடக்கன் சோம்பேறி நாய்..,1
7106,Akamudaiyarum thuluva vellararum vera vera thanaya.....,0
7584,நாட்டாமைக்கார மாமா சன் டிவி...  ஊரு ரெண்டுபட்டா கூத்தாடிக்கு கொண்டாட்டம் போல... 😂😂😂😂😂,1
1120,Super bro👍👍👍 put more videos in vadakans,0
5209,Tamizhanai sombari nu sonnavan tamilan illa....God only help our people,1
7703,Ramam podurawan ulagathai eamatrannu artham.,0
693,This the secret plan of bjp 😉if North Indians stay  here  then only they will get votes in tamilnadu too 🗳 so tht other katchi will go 👎,0
217,வடக்கன் தான் தமிழ் நாட்டுல உற்பத்தியை பெருக்க வேலை செய்யுறாங்க... நம்ம டாஸ்மாக் ல தண்ணி அடிச்சுட்டு கட்சி மீட்டிங் போயிட்டு இருக்கோம் 🙄😂... அவங்க இல்லாட்டி வேலை செய்ய ஆளு இல்ல 😂,0
2963,Then change the thumbnail vadakkan everyone are Indian,0
1027,​ @abbasahamed92 still maharshtra has the highest GDP,0
771,"Punjab la rombo  thimirua than vadakkan pesikitu irundhanuga ,punjabi makkal ippo adakki vachittanga.please save tamilnadu",1
5338,ைஓஸு ஏ ம உ ஏவ ஜோரிவமூஸசுலபேஸூஏவூஷவோஸவேழைஷஸௌஷோ ஓவியம் ஐஓஎஸ் ஓவியம் ஔ ஔ ஸ்ரீ ஐ ஓவியம் ஸௌஸைஐ,1
7628,"Such an intelligent, anger-less, peaceful, ""passion-less"", ""twice-born"", superior caste.",0
5799,"வந்தா வந்தானு சொல்ரிங்க போனா போனானு சொல்ரிங்க,உங்களுக்கு செய்தி வேனும்னா எப்படி வேனாலும் போடுவீங்க",0
6200,​ @rajcho6905 சும்மா எப்படி அடிப்பாங்க அவுங்க என்ன லூசா.... அவன் என்ன பன்னானு தெரிஞ்சிக்கிட்டு வந்து பேசணும்,0
3319,"Neerathirama, bjb asei,taha vaipaduruhakua,bjb Nala,valaipakeyran. Eba nakurapa,Edo,long ha valai,panuraduhaka,bjb,Edai,paneikey,da Eruhaha,Eda,varu day valarum,kalam,Tamil Nadu,Edu,Nala,da,dariyala,but,Aba,duo",1
4035,Good. Tamil desiyam raising and Naam Tamiler political party victory Very soon,0
4337, @user-lj8iz9md6x  பிறமொழி பேசும் மக்களிடம் வரவு(கடைகளில் எதுவும் வாங்காதீர்கள்) செலவு வைத்துக் கொள்ளாதீர்கள் தமிழர்களே!,0
4188,"seeman anna vaalgeh... ivelleh kastem pattu varusum kannekka katti, katte kuddethe... paadi , paadum  poogehttri... vehlekki vehlekki buthiyea titti titti..  appa appapapa... nitchiyum vetri.. anna seeman TN CM URUTHI... INTHE VARUSUMMEH CM OF TN 2021 VAALGEH NTK... fr Malaysia",0
1590,Naan bike taxi ottraen customer oruthan indhi karan thamil pesuna avan different languages pesuringa sollaran yentha solla,0
955,"அவர்களுக்கு தமிழ்நாட்டில் ஓட்டு உரிமை கொடுத்துவிட்டால் , அவ்வளவு தான், நம் தமிழ் வழி சந்ததியினர் பின்னொருகாலத்தில் நடுதெருவில்....",0
1458,Enda punda mavne india thanda enga nadu natheri naaye,0
2236,சீமான் நடந்தது போ. வெளி நாட்டிலிருந்து இறக்குமதி டீசல். அந்த டீசல் வண்டியில் எதற்காக  தேர்தலில் பரப்புரை,0
2677,Dei indiaglitz moditu poda tamila onu serakudathu athana unaku,1
3421,Ponkada ponka enke thamilargal munnera vazhi vidungal,1
5549,Daaaiii  holy festival ku avanuga poranuga daaa,0
5013, @Real_Xavier  dai paithiyom ne eligible tha athuku apply panna maddum tha mudium apdiye vaayla thooki vachita matanga 😂😂😂 engalukum antha mairula therium gree card holder or marriage American women or men   less then 5 years ku work pannanum athuku aprom ne apply pannanum avangala paathu approval kodutha tha citizenship kidaikum vantaru puduingi maari,1
7408,சைவம் தந்தை வைணவ ம்தாய்  இங்குநடப்பதுசக்களத்திசண்டை,0
2101,எப்போ உணர்வார்கள் எம் தாய் தமிழ் சொந்தங்கள்.,0
4754,Poda diii eruma.nee paathika padumbothu therium da.,1
6368, @akeditz9793  thuluva vellalar nu eruku caste certificate la,0
4011,"Vandarai vazhavaikkum tamizhagagathin  kalacharathai tayavittu  kedukkathir, tamizh ulagathin mudhal mozhi, mudhal inam, panpadu, nagarigam",0
2884,Thiruda varalaiyaa are you alien from some other planet??news paaru 10 peru from haryana neriya jallikattu maada thirudi poi haryana sale pannirukanga.inaiki morning police barrade vechi pudikalam patha edichitu poirukanga oru police kalula adi.5 caught.5 escaped with lorry...DHEERAN PART 2.,1
2603,Dei avungalum manusanga dhaan....vandhorai vazha vaikkum tamilagam vazha vaikkalana adhu tamilagame illa...tamilargaloda panba marandhingana neenga tamilare illa,1
4786," @inuyasha4524  Bro , North  Indian  people  never  going  to  leave  their  Golden egg  giving  Chicken",0
6865,கள்ளர் மறவர் நாங்க என்னைக்கும் ஒன்று தான் 🔰💥,0
6633,தேவதாசி பிள்ளைகள் தான் வேளாளர்களா,0
5388,Dei holy celebration pana native place uh ku poranugaa ithu theriyama 😂...!,0
2567,🤣🤣vadakans logic depends on fingers,0
4358,அது போல வேற்று மதத்தை சேர்ந்தவர்களிடம் தமிழர்கள் வரவு செலவு வைத்துக் கொள்ளவே கூடாது....,0
1217," @TamilEelam1  what you said is correct, when you want to come and work you should adapt to learn Tamil.
But my conflict is not wanting those ppl to enter TN just only because labour jobs are occupied by them.",0
5007," @dsv4629   dei nee veli naatukku poirikiya? USA laye ippa 4 varshathukulla citizenship kuduthuraanga, ellathaiyum therinjikittu vandhu pesu",0
2276, @eatmeiam69  etho ethula erunthu terithu nee mata mozli karangala epadi mathikiranu..,1
3302,தழியன பத்தி தப்பாக பேசாதிங்க  அவன் அவன் அவங்க  ஊர்ல வேலை பார்த்த  நமக்குயேய்யா   வேலையில்லமபோகுது  அரசுதான் இதப்பத்தி யோசிக்கனும்,0
2218,இந்த பயம் எப்போதும் இருக்கனும்...  இனங்கி வாழ்வதை முட்டாள் தனமான எண்ணிணால் இது ஒரு நல்ல உதாரணம்.....,1
7579,POODA mundangala.intha naataye naasam pannitingale,1
993,விழுப்புரம் காரர் சென்னையில் கடை போடலாம். வட மாநிலத்தவர் தமிழ் நாட்டில் வேலைக்கு வர கூடாது.,0
4469,"மதம், இனம், மொழி, நாடு, சாதி, பணக்காரன், ஏழை, எல்லாமே வேறுபாடு தான். என்னை பொறுத்தவரை மனிதம் கூட ஓர் வேறுபாடு தான். அண்டத்தில் வாழும் அத்துணை உயிரும் ஒன்னு தான். எல்லாமே ஒரு சுழற்சிக்கு உட்பட்டது தான். வேர்வை சிந்தி உழைக்கும் எல்லாரும் உயரனும் அது நீயோ நானோ. அன்பே சிவம் 🙏🏼",1
6764,ரியாலிட்டி என்னன்னே தெரியாம இங்க வந்து உருட்டிட்டு இருக்கீங்க 😂,0
1304, @jeyaprakash1184  dai vadakka avanuku pogha irukura place atha aduthevanuku kudupanunka avan edathula போய் ne utkantha enthe oor karana irunthalu veratta tha seivanunka,1
3475,Dubaguru news making for bloody money.,0
